salary,overOneMounth,,Apprentissage,CDD,CDI,Freelance,Intérim,business intelligence,data analyst,data engineer,data scientist,développeur,Bordeaux,Lyon,Nantes,Paris,Toulouse
,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
37000.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
33500.0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
31000.0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
40000.0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
35000.0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
42500.0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
41500.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
37000.0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
29940.0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20400.0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
45000.0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
33000.0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
43000.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
47500.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
52500.0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
41000.0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
35000.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
45000.0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
47500.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
35000.0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
35000.0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
36000.0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
300.0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
40500.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
43200.0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
40000.0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
37500.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
36500.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
40000.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
42500.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
40000.0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
50000.0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
53500.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
38500.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
47500.0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
40000.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
41000.0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
32500.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
36000.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
40000.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
40000.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
600.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
26400.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
35000.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
40000.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
37000.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
34444.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
33500.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
33500.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
32500.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
35000.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
28500.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
35000.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
27000.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
35500.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
40000.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
29400.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
900.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
36000.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
32500.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
40000.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
31800.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
37040.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
45000.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
37040.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
50000.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
32500.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
45000.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
42500.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
35000.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
45000.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
